name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Joli garçon,Pink Martini,Je dis oui!,beta,2020,1.0,1.0,1.0,labeled
Under Your Skin,Texas,Careful What You Wish For,beta,2020,1.0,1.0,1.0,labeled
Rupture,Laurie Darmon,Mesure seconde,beta,2020,1.0,1.0,1.0,labeled
So Called Friend - Re-Recording,Texas,The Greatest Hits,beta,2020,1.0,1.0,1.0,labeled
Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,Electronic Earth (Expanded Edition),beta,2020,1.0,1.0,1.0,labeled
Mountains,Emeli Sandé,Our Version Of Events (Deluxe Edition),beta,2020,1.0,1.0,1.0,labeled
Game of Thrones (Main Theme),Boyce Avenue,"Cover Sessions, Vol. 2",beta,2020,1.0,1.0,1.0,labeled
Adam & Eve,Izzy Bizu,Adam & Eve,beta,2020,1.0,1.0,1.0,labeled
Thinking out Loud,Boyce Avenue,"Cover Sessions, Vol. 2",beta,2020,1.0,1.0,1.0,labeled
Summer Son,Texas,The Hush,beta,2020,1.0,1.0,1.0,labeled
Sympathique,Pink Martini,Sympathique,beta,2020,1.0,1.0,1.0,labeled
Sunday Table,Pink Martini,Splendor in the Grass,beta,2020,1.0,1.0,1.0,labeled
Inner Smile - Truth & Soul Session,Texas,TEXAS 25,beta,2020,1.0,1.0,1.0,labeled
Say What You Want,Texas,White On Blonde,beta,2020,1.0,1.0,1.0,labeled
Temple,Parson James,Temple,beta,2020,1.0,1.0,1.0,labeled
Skin - BBC Live Version,Rag'n'Bone Man,Skin (Remixes),beta,2020,1.0,1.0,1.0,labeled
Pick Yourself Back Up Again (Instrumental),Boyce Avenue,Road Less Traveled (Instrumental),beta,2020,1.0,1.0,1.0,labeled
Start a Family,Texas,TEXAS 25,beta,2020,1.0,1.0,1.0,labeled
So Fine,GRANDGEORGE,So Fine,beta,2020,1.0,1.0,1.0,labeled
Please Come Back To Me,Adam Naas,Please Come Back To Me,beta,2020,1.0,1.0,1.0,labeled
Reuben's Train,Rag'n'Bone Man,Wolves,beta,2020,1.0,1.0,1.0,labeled
