name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
"Trois Romances sans paroles, Op. 17: 3. Andante moderato",Gabriel Fauré,Fauré: Piano Music,beta,2021,1.0,1.0,1.0,labeled
Kiss Me,Sixpence None The Richer,Sixpence None the Richer,beta,2021,1.0,1.0,1.0,labeled
Wherever You Will Go,The Calling,The Best Of...,beta,2021,1.0,1.0,1.0,labeled
Maryland,Elephanz,Elephanz,beta,2021,1.0,1.0,1.0,labeled
Please Come Back To Me,Adam Naas,Please Come Back To Me,beta,2021,1.0,1.0,1.0,labeled
Out Of Reach,GABRIELLE,Now And Always: 20 Years Of Dreaming,beta,2021,1.0,1.0,1.0,labeled
Wells,Joshua Hyslop,Wells,beta,2021,1.0,1.0,1.0,labeled
I'm In Love,Ulrich Forman,I'm In Love,beta,2021,1.0,1.0,1.0,labeled
"Piano Sonata No. 8 in C minor, Op. 13 -""Pathétique"": 2. Adagio cantabile",Ludwig van Beethoven,"Beethoven - Pathétique, Moonlight, Appassionata",beta,2021,1.0,1.0,1.0,labeled
I'll Be - Acoustic Version,Edwin McCain,Messenger,beta,2021,1.0,1.0,1.0,labeled
Home,Hollow Coves,Wanderlust,beta,2021,1.0,1.0,1.0,labeled
Call It Dreaming,Iron & Wine,Beast Epic,beta,2021,1.0,1.0,1.0,labeled
I Got You (Under My Skin),Ulrich Forman,Chapter II,beta,2021,1.0,1.0,1.0,labeled
Say You Won't Let Go,James Arthur,Say You Won't Let Go,beta,2021,1.0,1.0,1.0,labeled
"Trois Romances sans paroles, Op. 17: 1. Andante, quasi allegretto",Gabriel Fauré,Fauré: Piano Music,beta,2021,1.0,1.0,1.0,labeled
"Études, Op.10: No. 3 in E Major, Tristesse",Frédéric Chopin,Chopin: Tristesse,beta,2021,1.0,1.0,1.0,labeled
Beautiful Soul,Jesse McCartney,Beautiful Soul,beta,2021,1.0,1.0,1.0,labeled
"The Seasons, Op. 37b: VI. June, Barcarolle",Various Artists,Simply Summer,beta,2021,1.0,1.0,1.0,labeled
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,beta,2021,1.0,1.0,1.0,labeled
Alright,Jain,Alright,beta,2021,1.0,1.0,1.0,labeled
Salento,René Aubry,Plaisirs d'amour,beta,2021,1.0,1.0,1.0,labeled
Nica Libres at Dusk,Ben Howard,Nica Libres at Dusk,beta,2021,1.0,1.0,1.0,labeled
"Dvořák: 4 Romantic Pieces, Op. 75, B. 150: No. 1, Allegro moderato",Khatia Buniatishvili,"Franck, Grieg, Dvorak: Sonatas for violin & piano",beta,2021,1.0,1.0,1.0,labeled
Over the Rainbow,Jane Monheit,Taking A Chance On Love,beta,2021,1.0,1.0,1.0,labeled
Cherry Lipstick,Adam Naas,Cherry Lipstick,beta,2021,1.0,1.0,1.0,labeled
I Follow Rivers - The Magician Remix,Lykke Li,Wounded Rhymes,beta,2021,1.0,1.0,1.0,labeled
Towing the Line,Ben Howard,Towing the Line,beta,2021,1.0,1.0,1.0,labeled
The Scientist,Coldplay,A Rush of Blood to the Head,beta,2021,1.0,1.0,1.0,labeled
The Dancers,Rosemary & Garlic,The Kingfisher,beta,2021,1.0,1.0,1.0,labeled
"Dolly Suite, Op. 56: I. Berceuse. Allegretto moderato (Arr. for Cello & Piano)",Gabriel Fauré,Fauré: The Music for Cello & Piano,beta,2021,1.0,1.0,1.0,labeled
Higher Love,James Vincent McMorrow,Early in the Morning (Special Edition),beta,2021,1.0,1.0,1.0,labeled
"Fauré: 3 Romances sans paroles, Op. 17: No. 3 in A-Flat Major",Gabriel Fauré,faure oeuvres pour piano,beta,2021,1.0,1.0,1.0,labeled
Go Slow,Adam Naas,Adam Naas,beta,2021,1.0,1.0,1.0,labeled
Daddy,Emeli Sandé,Our Version Of Events (Special Edition),beta,2021,1.0,1.0,1.0,labeled
Minimum,Charlie Cunningham,Minimum,beta,2021,1.0,1.0,1.0,labeled
Fallin' All In You,Shawn Mendes,Shawn Mendes,beta,2021,1.0,1.0,1.0,labeled
Honeysuckle Rose,Jose Gonzales Trio,Jose Gonzales Trio,beta,2021,1.0,1.0,1.0,labeled
Say It Again,Marié Digby,Your Love (International Version),beta,2021,1.0,1.0,1.0,labeled
Kasollja,Vlashent Sata,Hana,beta,2021,1.0,1.0,1.0,labeled
Outsider,Blanco White,Colder Heavens,beta,2021,1.0,1.0,1.0,labeled
I'm Not The Only One,Sam Smith,In The Lonely Hour,beta,2021,1.0,1.0,1.0,labeled
You Killed Me on the Moon,BLOW,Fall in Deep,beta,2021,1.0,1.0,1.0,labeled
Gems and Bones,The Woodlands,Gems and Bones,beta,2021,1.0,1.0,1.0,labeled
"The Seasons, Op. 37b: X. October (Autumn Song)",Khatia Buniatishvili,Motherland,beta,2021,1.0,1.0,1.0,labeled
Realize,Colbie Caillat,Realize,beta,2021,1.0,1.0,1.0,labeled
Bab,Vlashent Sata,Hana,beta,2021,1.0,1.0,1.0,labeled
Main Girl,Charlotte Cardin,Main Girl,beta,2021,1.0,1.0,1.0,labeled
X. October - Autumn Song,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a, TH 135: No. 10, October ""Autumn Song""",beta,2021,1.0,1.0,1.0,labeled
Bubbly,Colbie Caillat,Coco,beta,2021,1.0,1.0,1.0,labeled
Goya ! Soda !,Christine and the Queens,Chris,beta,2021,1.0,1.0,1.0,labeled
You And Me,Lifehouse,Lifehouse,beta,2021,1.0,1.0,1.0,labeled
Fading Away,Adam Naas,Adam Naas,beta,2021,1.0,1.0,1.0,labeled
Everything Has Changed,Taylor Swift,Red (Deluxe Edition),beta,2021,1.0,1.0,1.0,labeled
"Pavane pour une infante défunte in G major, M. 19",Khatia Buniatishvili,Motherland,beta,2021,1.0,1.0,1.0,labeled
"Après un rêve, Op. 7, No. 1",Yo-Yo Ma,Songs from the Arc of Life,beta,2021,1.0,1.0,1.0,labeled
Sirens,Woodlock,Sirens - EP,beta,2021,1.0,1.0,1.0,labeled
"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)",Claude Debussy,"Debussy: Children's Corner, Suite bergamasque, Images",beta,2021,1.0,1.0,1.0,labeled
Overcoming,Murat Kabardokov,Overcoming,beta,2021,1.0,1.0,1.0,labeled
Stickwitu,The Pussycat Dolls,PCD,beta,2021,1.0,1.0,1.0,labeled
Big Girls Don't Cry (Personal),Fergie,The Dutchess,beta,2021,1.0,1.0,1.0,labeled
Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,Electronic Earth (Expanded Edition),beta,2021,1.0,1.0,1.0,labeled
Lucky,Jason Mraz,We Sing. We Dance. We Steal Things.,beta,2021,1.0,1.0,1.0,labeled
Need The Sun To Break,James Bay,Chaos And The Calm,beta,2021,1.0,1.0,1.0,labeled
Give It Up,George Taylor,Give It Up,beta,2021,1.0,1.0,1.0,labeled
"Piano Sonata No. 8 in C minor, Op. 13 -""Pathétique"": 1. Grave - Allegro di molto e con brio",Ludwig van Beethoven,"Beethoven - Pathétique, Moonlight, Appassionata",beta,2021,1.0,1.0,1.0,labeled
Nocturne in F Minor Opus 55,Franz Liszt,"Liszt, Chopin, Schubert, Schumann, Strauss, Tausig, Rubinstein, Paderewski, Scriabin, Godowsky, Rachmaninoff and Busoni: Carlo Lombardi Plays Piano Masterworks of Golden Age Pianists",beta,2021,1.0,1.0,1.0,labeled
Comme si,Christine and the Queens,Chris,beta,2021,1.0,1.0,1.0,labeled
Avec le temps,Youn Sun Nah,Same Girl Collector's Edition Bonus Tracks,beta,2021,1.0,1.0,1.0,labeled
"Embraceable You (From ""Girl Crazy"")",Jane Monheit,Taking A Chance On Love,beta,2021,1.0,1.0,1.0,labeled
Old Now,Rosemary & Garlic,The Kingfisher,beta,2021,1.0,1.0,1.0,labeled
The Night We Met,Lord Huron,Strange Trails,beta,2021,1.0,1.0,1.0,labeled
Nothing Arrived - Live from Spotify London,Villagers,Spotify Sessions,beta,2021,1.0,1.0,1.0,labeled
Imagine,Emeli Sandé,Our Version Of Events (Deluxe Edition),beta,2021,1.0,1.0,1.0,labeled
How to Save a Life,The Fray,How To Save A Life,beta,2021,1.0,1.0,1.0,labeled
"Suite in B-Flat Major, HWV 434: IV. Menuet",Khatia Buniatishvili,Motherland,beta,2021,1.0,1.0,1.0,labeled
Real Peach,Henry Jamison,The Wilds,beta,2021,1.0,1.0,1.0,labeled
Fool,Antis,Fool,beta,2021,1.0,1.0,1.0,labeled
Minstrels,Claude Debussy,Debussy‚Ä¶ et le jazz (Bonus Track Version),beta,2021,0.43,0.9750176717826035,0.7025088358913018,predicted
Kembezbathur,Vlashent Sata,Hana,beta,2021,0.9941778806282696,0.9956775663443042,0.9949277234862869,predicted
