name,artist,album,final_user,final_year,user_confidence,year_confidence,overall_confidence,source
Lone Digger,Caravan Palace,<I°_°I>,beta,2019,1.0,1.0,1.0,labeled
Storm,Pink Martini,Dream a Little Dream,beta,2019,1.0,1.0,1.0,labeled
"Mountains - Live From The Royal Albert Hall,United Kingdom/2012",Emeli Sandé,Live At The Royal Albert Hall,beta,2019,1.0,1.0,1.0,labeled
Star Scat,Caravan Palace,Caravan Palace,beta,2019,1.0,1.0,1.0,labeled
Carry Me (feat. Julia Michaels),Kygo,Cloud Nine,beta,2019,1.0,1.0,1.0,labeled
Dance of the Searching Souls,Kevin Kern,In My Life,beta,2019,1.0,1.0,1.0,labeled
"Suite Bergamasque, L. 75: III. Clair de lune",Khatia Buniatishvili,Motherland,beta,2019,1.0,1.0,1.0,labeled
Mountains,Emeli Sandé,Our Version Of Events (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
Hang on Little Tomato,Pink Martini,Hang on Little Tomato,beta,2019,1.0,1.0,1.0,labeled
Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,Electronic Earth (Expanded Edition),beta,2019,1.0,1.0,1.0,labeled
"Mazurka in A Minor, Op. 17 No. 4",Frédéric Chopin,Chopin: Works for Piano,beta,2019,1.0,1.0,1.0,labeled
Catgroove,Parov Stelar,The Art Of Sampling (Deluxe Version),beta,2019,1.0,1.0,1.0,labeled
On Top Of The World,Imagine Dragons,Night Visions (Deluxe),beta,2019,1.0,1.0,1.0,labeled
Homegrown,Haux,All We've Known,beta,2019,1.0,1.0,1.0,labeled
Finale,Mike Oldfield,The Studio Albums: 1992-2003,beta,2019,1.0,1.0,1.0,labeled
Shadows (feat. Josh Rubin),Big Wild,Shadows (feat. Josh Rubin),beta,2019,1.0,1.0,1.0,labeled
Into Wonderland,Mike Oldfield,Platinum (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
In My Life,Kevin Kern,In My Life,beta,2019,1.0,1.0,1.0,labeled
Daddy,Emeli Sandé,Our Version Of Events (Special Edition),beta,2019,1.0,1.0,1.0,labeled
Sympathique,Pink Martini,A Retrospective,beta,2019,1.0,1.0,1.0,labeled
Dawn of Victory,Rhapsody,Dawn of Victory,beta,2019,1.0,1.0,1.0,labeled
Joli garçon,Pink Martini,Joli garçon,beta,2019,1.0,1.0,1.0,labeled
La Brisa,Big Wild,La Brisa,beta,2019,1.0,1.0,1.0,labeled
"Concerto for Cello and Orchestra, Op. 40: II. Andante quieto",Gerald Finzi,Finzi: Clarinet Concerto & Cello Concerto,beta,2019,1.0,1.0,1.0,labeled
Attaboy,Various Artists,The Goat Rodeo Sessions,beta,2019,1.0,1.0,1.0,labeled
Easy Silence,The Chicks,The Essential The Chicks,beta,2019,1.0,1.0,1.0,labeled
Lifetime,Emeli Sandé,Our Version Of Events (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
The War,Haux,All We've Known,beta,2019,1.0,1.0,1.0,labeled
Boja,Lou Seriol,Maquina enfernala,beta,2019,1.0,1.0,1.0,labeled
Part One - Airborn,Mike Oldfield,Platinum (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
Brooklyn,Woodkid,Iron EP,beta,2019,1.0,1.0,1.0,labeled
Romance for Cello and Piano,Yo-Yo Ma,Songs from the Arc of Life,beta,2019,1.0,1.0,1.0,labeled
River,Emeli Sandé,Our Version Of Events (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
Maybe,Emeli Sandé,Our Version Of Events (Special Edition),beta,2019,1.0,1.0,1.0,labeled
Aftergold - Edit,Big Wild,Aftergold,beta,2019,1.0,1.0,1.0,labeled
"Giuseppe Tornatore Suite: Main Theme from ""A Pure Formality""",Ennio Morricone,Yo-Yo Ma Plays Ennio Morricone,beta,2019,1.0,1.0,1.0,labeled
A Line In The Dirt,Eels,Royal Albert Hall,beta,2019,1.0,1.0,1.0,labeled
Land of All,Woodkid,Desierto (Original Motion Picture Score),beta,2019,1.0,1.0,1.0,labeled
Mighty (feat. JFTH),Caravan Palace,<I°_°I>,beta,2019,1.0,1.0,1.0,labeled
Auto Scene Version 2 - Zabriskie Point Remix,Pink Floyd,The Early Years 1967-72 Cre/ation,beta,2019,1.0,1.0,1.0,labeled
Cowboy Take Me Away,The Chicks,Fly,beta,2019,1.0,1.0,1.0,labeled
Stay (feat. Maty Noyes),Kygo,Cloud Nine,beta,2019,1.0,1.0,1.0,labeled
Souljacker Part I,Eels,Meet The EELS: Essential EELS 1996-2006 Vol. 1,beta,2019,1.0,1.0,1.0,labeled
Midnight,Swingrowers,Remote,beta,2019,1.0,1.0,1.0,labeled
Les jours tristes - Instrumental,Yann Tiersen,Le fabuleux destin d'Amélie Poulain (Bande originale de film),beta,2019,1.0,1.0,1.0,labeled
"Ignorant boy, beautiful girl (Namanama)",Loney Dear,Citadel Band,beta,2019,1.0,1.0,1.0,labeled
Sundial Dreams,Kevin Kern,Enchanted Piano,beta,2019,1.0,1.0,1.0,labeled
I Like Birds,Eels,Royal Albert Hall,beta,2019,1.0,1.0,1.0,labeled
Tune from the Film by Lana Gogoberidze: When Almonds Blossomed,Khatia Buniatishvili,Motherland,beta,2019,1.0,1.0,1.0,labeled
Arrival,Mike Oldfield,QE2 (Deluxe Edition),beta,2019,1.0,1.0,1.0,labeled
Jubilee,Big Wild,Jubilee,beta,2019,1.0,1.0,1.0,labeled
Brave monde,La Talvera,Bramadís,beta,2019,1.0,1.0,1.0,labeled
When You Wish Upon A Star,Eels,Royal Albert Hall,beta,2019,1.0,1.0,1.0,labeled
On Hold,The xx,On Hold,beta,2019,1.0,1.0,1.0,labeled
Astro Bounce,Various Artists,ON AND ON - 1Ø1,beta,2019,1.0,1.0,1.0,labeled
Branlon,La Talvera,Bramadís,beta,2019,1.0,1.0,1.0,labeled
Lazy Place,Caravan Palace,Caravan Palace,beta,2019,1.0,1.0,1.0,labeled
"Papillon, Op. 77",Yo-Yo Ma,Songs from the Arc of Life,beta,2019,1.0,1.0,1.0,labeled
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,Lana Del Rey,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),beta,2019,1.0,1.0,1.0,labeled
Dragons,Caravan Palace,Caravan Palace,beta,2019,1.0,1.0,1.0,labeled
We Should Waltz,Kevin Kern,When I Remember,beta,2019,1.0,1.0,1.0,labeled
re:stacks,Bon Iver,"For Emma, Forever Ago",beta,2019,1.0,1.0,1.0,labeled
Closer,The Chainsmokers,Closer,beta,2019,1.0,1.0,1.0,labeled
Firestone,Kygo,Cloud Nine,beta,2019,1.0,1.0,1.0,labeled
Infinity,The xx,xx,beta,2019,1.0,1.0,1.0,labeled
"Concerto for Clarinet and String Orchestra, Op. 31: I. Allegro vigoroso",Gerald Finzi,Finzi: Clarinet Concerto & Cello Concerto,beta,2019,1.0,1.0,1.0,labeled
